Row ID;Order ID;Order Month;Order Year;Order Date;Ship Date;Sales Catogory;Costumer  Order Count;Ship Mode;Customer ID;Customer Name;Segment;Country;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales
6265;CA-2017-127208;Jun;2017;12-Jun-17;2017/06/15;Low;1;First Class;SC-20770;Stewart Carmichael;Corporate;United States;Decatur;Alabama;-114814,6788;South;OFF-BI-10002316;Office Supplies;Binders;Avery Heavy-Duty EZD  Binder With Locking Rings;16,81
6266;CA-2015-139451;Oct;2015;12-Oct-15;2015/10/16;Low;1;Standard Class;DN-13690;Duane Noonan;Consumer;United States;San Francisco;California;-114842,696;West;OFF-AR-10002060;Office Supplies;Art;Premium Writing Pencils, Soft, #2 by Central Association for the Blind;14,16
6267;CA-2015-139451;Oct;2015;12-Oct-15;2015/10/16;Low;1;Standard Class;DN-13690;Duane Noonan;Consumer;United States;San Francisco;California;-114870,7133;West;OFF-ST-10002377;Office Supplies;Storage;Sortfiler Multipurpose Personal File Organizer, Black;21,46
6268;CA-2016-149741;Sep;2016;03-Sep-16;2016/09/08;Medium;1;Standard Class;JC-16112;Julie Creighton;Corporate;United States;Durham;North Carolina;-114898,7305;South;OFF-EN-10000934;Office Supplies;Envelopes;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;200,991
6269;US-2018-119669;Nov;2018;13-Nov-18;2018/11/16;Medium;1;First Class;CS-12407;Christopher Schild;Home Office;United States;Chicago;Illinois;-114926,7477;Central;OFF-ST-10003663;Office Supplies;Storage;Safco Industrial Wire Shelving;230,383
6270;CA-2018-140088;May;2018;28-May-18;2018/05/30;Medium;1;Second Class;PO-18872;Patrick O'Donnell;Consumer;United States;Columbia;South Carolina;-114954,7649;South;FUR-CH-10000870;Furniture;Chairs;Novimex Swivel Fabric Task Chair;301,103
6271;CA-2018-155558;Oct;2018;26-Oct-18;2018/11/02;Low;1;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Rochester;Minnesota;-114982,7822;Central;TEC-AC-10002005;Technology;Accessories;Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired;19,106
6272;CA-2018-155558;Oct;2018;26-Oct-18;2018/11/02;Low;1;Standard Class;PG-18895;Paul Gonzalez;Consumer;United States;Rochester;Minnesota;-115010,7994;Central;OFF-LA-10000141;Office Supplies;Labels;Avery 518;6,23
6273;CA-2017-159695;Apr;2017;05-Apr-17;2017/04/10;Medium;1;Second Class;GM-14462;Gary Mitchum;Home Office;United States;Houston;Texas;-115038,8166;Central;OFF-ST-10003449;Office Supplies;Storage;Eldon Portable Mobile Manager;158,375
6274;CA-2017-109806;Sep;2017;17-Sep-17;2017/09/22;Low;1;Standard Class;JS-15685;Jim Sink;Corporate;United States;Los Angeles;California;-115066,8339;West;OFF-AR-10004937;Office Supplies;Art;Turquoise Lead Holder with Pocket Clip;20,8
6275;CA-2017-109806;Sep;2017;17-Sep-17;2017/09/22;Low;1;Standard Class;JS-15685;Jim Sink;Corporate;United States;Los Angeles;California;-115094,8511;West;TEC-PH-10004100;Technology;Phones;Panasonic Kx-TS557;73,591
6276;CA-2017-109806;Sep;2017;17-Sep-17;2017/09/22;Low;1;Standard Class;JS-15685;Jim Sink;Corporate;United States;Los Angeles;California;-115122,8683;West;OFF-PA-10040526;Office Supplies;Paper;Xerox 2051;6,55
6277;CA-2016-149587;Jan;2016;31-Jan-16;2016/02/05;Low;1;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;-115150,8856;Central;OFF-PA-10043399;Office Supplies;Paper;Xerox 2055;12,103
6278;CA-2016-149587;Jan;2016;31-Jan-16;2016/02/05;Low;1;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;-115178,9028;Central;FUR-FU-10003806;Furniture;Furnishings;"Seth Thomas 13 1/2"" Wall Clock";53,41
6279;CA-2016-149587;Jan;2016;31-Jan-16;2016/02/05;Low;1;Second Class;KB-16315;Karl Braun;Consumer;United States;Minneapolis;Minnesota;-115206,92;Central;OFF-BI-10029256;Office Supplies;Binders;Ibico Standard Transparent Covers;32,103
6280;US-2018-109491;Nov;2018;06-Nov-18;2018/11/12;Low;1;Standard Class;RB-19712;Roger Barcio;Home Office;United States;Portland;Oregon;-115234,9372;West;OFF-BI-10031142;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;5,689
6281;CA-2018-116428;Nov;2018;09-Nov-18;2018/11/11;Low;1;Second Class;PN-18782;Parhena Norris;Home Office;United States;New York City;New York;-115262,9545;East;FUR-FU-10000636;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock;96,6
6282;CA-2018-113243;Jun;2018;17-Jun-18;2018/06/20;Low;1;First Class;KD-16352;Katherine Ducich;Consumer;United States;San Francisco;California;-115290,9717;West;OFF-BI-10001728;Office Supplies;Binders;Trimflex Flexible Post Binders;51,319
6283;CA-2017-149223;Sep;2017;06-Sep-17;2017/09/11;Low;1;Standard Class;ER-13862;Elpida Rittenbach;Corporate;United States;Saint Paul;Minnesota;-115318,9889;Central;OFF-AP-10000365;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;77,95
6284;CA-2017-158568;Aug;2017;29-Aug-17;2017/09/02;Low;1;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;-115347,0062;Central;OFF-PA-10003263;Office Supplies;Paper;Avery Personal Creations Heavyweight Cards;64,631
6285;CA-2017-158568;Aug;2017;29-Aug-17;2017/09/02;Low;1;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;-115375,0234;Central;TEC-AC-10001774;Technology;Accessories;SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card;95,983
6286;CA-2017-158568;Aug;2017;29-Aug-17;2017/09/02;Low;1;Standard Class;RB-19465;Rick Bensley;Home Office;United States;Chicago;Illinois;-115403,0406;Central;OFF-BI-10002616;Office Supplies;Binders;Avery Hidden Tab Dividers for Binding Systems;1,795
6287;CA-2017-129903;Dec;2017;01-Dec-17;2017/12/04;Low;1;Second Class;GZ-14477;Gary Zandusky;Consumer;United States;Rochester;Minnesota;-115431,0579;Central;OFF-PA-10004047;Office Supplies;Paper;Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright);23,99
6288;US-2016-156867;Nov;2016;13-Nov-16;2016/11/17;Medium;1;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;-115459,0751;West;TEC-AC-10001559;Technology;Accessories;Logitech K350 2.4Ghz Wireless Keyboard;238,903
6289;US-2016-156867;Nov;2016;13-Nov-16;2016/11/17;Medium;1;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;-115487,0923;West;FUR-FU-10004013;Furniture;Furnishings;Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting;102,43
6290;US-2016-156867;Nov;2016;13-Nov-16;2016/11/17;Low;1;Standard Class;LC-16870;Lena Cacioppo;Consumer;United States;Aurora;Colorado;-115515,1095;West;OFF-BI-10002801;Office Supplies;Binders;"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets";36,889
6291;CA-2018-119004;Nov;2018;23-Nov-18;2018/11/28;Low;1;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;-115543,1268;South;TEC-AC-10003506;Technology;Accessories;Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive;74,119
6292;CA-2018-119004;Nov;2018;23-Nov-18;2018/11/28;Low;1;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;-115571,144;South;TEC-PH-10002851;Technology;Phones;Speck Products Candyshell Flip Case;27,999
6293;CA-2018-119004;Nov;2018;23-Nov-18;2018/11/28;Low;1;Standard Class;JM-15250;Janet Martin;Consumer;United States;Charlotte;North Carolina;-115599,1612;South;OFF-AR-10000397;Office Supplies;Art;Newell Chalk Holder;3,311
6294;CA-2016-129483;Oct;2016;15-Oct-16;2016/10/20;Medium;1;Standard Class;PA-19067;Pete Armstrong;Home Office;United States;Orland Park;Illinois;-115627,1785;Central;TEC-AC-10000851;Technology;Accessories;Logitech Gaming G510s - Keyboard;339,103
6295;CA-2018-146787;Dec;2018;25-Dec-18;2018/12/30;Low;1;Standard Class;CV-12812;Cynthia Voltz;Corporate;United States;New York City;New York;-115655,1957;East;FUR-FU-10001941;Furniture;Furnishings;Magnifier Swing Arm Lamp;41,103
6296;CA-2017-128867;Nov;2017;03-Nov-17;2017/11/10;Low;1;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Urbandale;Iowa;-115683,2129;Central;OFF-AR-10000387;Office Supplies;Art;Hunt PowerHouse Electric Pencil Sharpener, Blue;75,103
6297;CA-2017-128867;Nov;2017;03-Nov-17;2017/11/10;Low;1;Standard Class;CL-12565;Clay Ludtke;Consumer;United States;Urbandale;Iowa;-115711,2302;Central;OFF-BI-10003988;Office Supplies;Binders;"Avery Durable Plastic 1"" Binders";27,31
6298;CA-2015-115259;Aug;2015;25-Aug-15;2015/08/27;Low;1;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;-115739,2474;East;OFF-FA-10000628;Office Supplies;Fasteners;OIC Colored Binder Clips, Assorted Sizes;40,103
6299;CA-2015-115259;Aug;2015;25-Aug-15;2015/08/27;Low;1;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;-115767,2646;East;OFF-EN-10002607;Office Supplies;Envelopes;Redi-Strip #10 Envelopes, 4 1/8 x 9 1/9;4,79
6300;CA-2015-115259;Aug;2015;25-Aug-15;2015/08/27;Low;1;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;-115795,2818;East;OFF-PA-10004972;Office Supplies;Paper;Xerox 1928;23,983
6301;CA-2015-115259;Aug;2015;25-Aug-15;2015/08/27;Medium;1;Second Class;RC-19960;Ryan Crowe;Consumer;United States;Columbus;Ohio;-115823,2991;East;OFF-EN-10002511;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel Envelopes, Plain White;130,471
6302;CA-2016-110464;Mar;2016;02-Mar-16;2016/03/06;High;1;Standard Class;DK-13097;Dave Kipp;Consumer;United States;Seattle;Washington;-115851,3163;West;FUR-TA-10001775;Furniture;Tables;Hon Racetrack Conference Tables;787,6
6303;US-2016-136483;Apr;2016;05-Apr-16;2016/04/10;Medium;1;Standard Class;GG-14657;Greg Guthrie;Corporate;United States;Bristol;Tennessee;-115879,3335;South;OFF-BI-10003657;Office Supplies;Binders;GBC DocuBind 300 Electric Binding Machine;157,801
6304;CA-2017-103730;Jun;2017;12-Jun-17;2017/06/15;Low;1;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;-115907,3508;East;FUR-FU-10002164;Furniture;Furnishings;Artistic Insta-Plaque;47,11
6305;CA-2017-103730;Jun;2017;12-Jun-17;2017/06/15;Low;1;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;-115935,368;East;OFF-BI-10003917;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill;30,91
6306;CA-2017-103730;Jun;2017;12-Jun-17;2017/06/15;Medium;1;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;-115963,3852;East;OFF-ST-10000784;Office Supplies;Storage;Companion Letter/Legal File, Black;226,63
6307;CA-2017-103730;Jun;2017;12-Jun-17;2017/06/15;Medium;1;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;-115991,4025;East;OFF-EN-10002507;Office Supplies;Envelopes;Globe Weis Peel & Seel First Class Envelopes;115,09
6308;CA-2017-103730;Jun;2017;12-Jun-17;2017/06/15;Low;1;First Class;SC-20725;Steven Cartwright;Consumer;United States;Wilmington;Delaware;-116019,4197;East;TEC-PH-10003882;Technology;Phones;KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M14;68,11
6309;US-2015-91794;Dec;2015;26-Dec-15;2015/12/28;High;1;Second Class;AD-10187;Alan Dominguez;Home Office;United States;Houston;Texas;-116047,4369;Central;FUR-CH-10004070;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;600,565
6310;US-2015-109210;Sep;2015;20-Sep-15;2015/09/25;High;1;Standard Class;PF-19172;Philip Fox;Consumer;United States;Bloomington;Illinois;-116075,4541;Central;FUR-TA-10004541;Furniture;Tables;Bevis 44 x 96 Conference Tables;617,14
6311;US-2018-107272;Nov;2018;05-Nov-18;2018/11/12;Low;1;Standard Class;TS-21610;Troy Staebel;Consumer;United States;Phoenix;Arizona;-116103,4714;West;OFF-BI-10003281;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;2,395
6312;US-2018-107272;Nov;2018;05-Nov-18;2018/11/12;Medium;1;Standard Class;TS-21610;Troy Staebel;Consumer;United States;Phoenix;Arizona;-116131,4886;West;OFF-ST-10002981;Office Supplies;Storage;Trav-L-File Heavy-Duty Shuttle II, Black;243,999
6313;US-2017-125969;Nov;2017;06-Nov-17;2017/11/10;Low;1;Second Class;LS-16975;Lindsay Shagiari;Home Office;United States;Los Angeles;California;-116159,5058;West;FUR-CH-10001153;Furniture;Chairs;Global Task Chair, Black;81,431
6314;US-2017-125969;Nov;2017;06-Nov-17;2017/11/10;Medium;1;Second Class;LS-16975;Lindsay Shagiari;Home Office;United States;Los Angeles;California;-116187,5231;West;FUR-FU-10003780;Furniture;Furnishings;Eldon Cleatmat Plus Chair Mats for High Pile Carpets;238,63
6315;US-2018-164147;Feb;2018;02-Feb-18;2018/02/05;Low;1;First Class;DW-13585;Dorothy Wardle;Corporate;United States;Columbus;Ohio;-116215,5403;East;TEC-PH-10002300;Technology;Phones;Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 12;59,104
6316;US-2018-164147;Feb;2018;02-Feb-18;2018/02/05;Low;1;First Class;DW-13585;Dorothy Wardle;Corporate;United States;Columbus;Ohio;-116243,5575;East;OFF-PA-10002384;Office Supplies;Paper;Xerox 1923;78,311
6317;US-2018-164147;Feb;2018;02-Feb-18;2018/02/05;Low;1;First Class;DW-13585;Dorothy Wardle;Corporate;United States;Columbus;Ohio;-116271,5748;East;OFF-FA-10002787;Office Supplies;Fasteners;Staples;21,463
6318;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116299,592;West;OFF-PA-10000852;Office Supplies;Paper;Xerox 23785;20,11
6319;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116327,6092;West;OFF-PA-10000784;Office Supplies;Paper;Xerox 25470;35,51
6320;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116355,6264;West;OFF-AR-10001156;Office Supplies;Art;Sanford Colorific Colored Pencils, 12/Box;11,59
6321;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116383,6437;West;OFF-FA-10002995;Office Supplies;Fasteners;Ideal Clamps;4,09
6322;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116411,6609;West;OFF-BI-10004788;Office Supplies;Binders;GBC Wire Binding Strips;76,183
6323;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116439,6781;West;OFF-SU-10001225;Office Supplies;Supplies;Fiskars Softgrip Scissors;65,95
6324;CA-2017-145583;Oct;2017;13-Oct-17;2017/10/19;Low;1;Standard Class;LC-16885;Lena Creighton;Consumer;United States;Roseville;California;-116467,6954;West;FUR-FU-10045694;Furniture;Furnishings;Longer-Life Soft White Bulbs;43,19
6325;CA-2017-110366;Sep;2017;05-Sep-17;2017/09/07;Low;1;Second Class;JD-15902;Jonathan Doherty;Corporate;United States;Philadelphia;Pennsylvania;-116495,7126;East;FUR-FU-10048836;Furniture;Furnishings;"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock";82,15
6326;CA-2018-106180;Sep;2018;18-Sep-18;2018/09/23;Low;1;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;-116523,7298;West;OFF-AR-10000947;Office Supplies;Art;Newell 350;8,89
6327;CA-2018-106180;Sep;2018;18-Sep-18;2018/09/23;Low;1;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;-116551,7471;West;OFF-EN-10004037;Office Supplies;Envelopes;Convenience Packs of Business Envelopes;10,93
6328;CA-2018-106180;Sep;2018;18-Sep-18;2018/09/23;Medium;1;Standard Class;SH-19975;Sally Hughsby;Corporate;United States;San Francisco;California;-116579,7643;West;OFF-PA-10004334;Office Supplies;Paper;Xerox 1918;143,14
6329;CA-2018-155376;Dec;2018;22-Dec-18;2018/12/27;High;1;Standard Class;SG-20087;Sandra Glassco;Consumer;United States;Independence;Missouri;-116607,7815;Central;OFF-AP-10001065;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;839,5
6330;CA-2016-110751;Sep;2016;07-Sep-16;2016/09/12;High;1;Standard Class;HA-14927;Helen Andreada;Consumer;United States;Pasadena;California;-116635,7987;West;OFF-ST-10003663;Office Supplies;Storage;Safco Industrial Wire Shelving;671,1
6331;CA-2015-110079;Oct;2015;22-Oct-15;2015/10/28;Low;1;Standard Class;MG-17687;Maureen Gastineau;Home Office;United States;Newark;Ohio;-116663,816;East;FUR-FU-10000528;Furniture;Furnishings;"Seth Thomas 14"" Putty-Colored Wall Clock";93,895
6332;CA-2017-114489;Dec;2017;05-Dec-17;2017/12/09;Medium;1;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;-116691,8332;Central;TEC-PH-10017477;Technology;Phones;Plantronics Cordless Phone Headset with In-line Volume - M214C;384,52
6333;CA-2017-114489;Dec;2017;05-Dec-17;2017/12/09;Medium;1;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;-116719,8504;Central;TEC-PH-10018710;Technology;Phones;Anker Astro 15000mAh USB Portable Charger;149,104
6334;CA-2017-114489;Dec;2017;05-Dec-17;2017/12/09;High;1;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;-116747,8677;Central;FUR-CH-10000461;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;1951,91
6335;CA-2017-114489;Dec;2017;05-Dec-17;2017/12/09;Medium;1;Standard Class;JE-16165;Justin Ellison;Corporate;United States;Franklin;Wisconsin;-116775,8849;Central;OFF-BI-10002742;Office Supplies;Binders;GBC Prestige Therm-A-Bind Covers;171,62
6336;CA-2017-158834;Mar;2017;13-Mar-17;2017/03/16;Medium;1;First Class;TW-21025;Tamara Willingham;Home Office;United States;Scottsdale;Arizona;-116803,9021;West;OFF-AP-10000333;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;157,99
6337;CA-2017-158834;Mar;2017;13-Mar-17;2017/03/16;Medium;1;First Class;TW-21025;Tamara Willingham;Home Office;United States;Scottsdale;Arizona;-116831,9194;West;TEC-PH-10001261;Technology;Phones;Jabra BIZ 2300 Duo QD Duo Corded Headset;203,191
6338;CA-2016-124919;May;2016;31-May-16;2016/06/02;Low;1;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;-116859,9366;West;OFF-PA-10006206;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;58,45
6339;CA-2016-124919;May;2016;31-May-16;2016/06/02;Medium;1;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;-116887,9538;West;OFF-PA-10006510;Office Supplies;Paper;Xerox 1890;105,59
6340;CA-2016-124919;May;2016;31-May-16;2016/06/02;Low;1;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;-116915,971;West;OFF-ST-10001597;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;80,95
6341;CA-2016-118948;May;2016;28-May-16;2016/06/03;Low;1;Standard Class;NK-18497;Neil Knudson;Home Office;United States;Seattle;Washington;-116943,9883;West;OFF-AR-10001554;Office Supplies;Art;Newell 318;6,7
6342;CA-2015-104276;Mar;2015;01-Mar-15;2015/03/06;Medium;1;Second Class;DB-13067;Dave Brooks;Consumer;United States;Seattle;Washington;-116972,0055;West;FUR-CH-10004070;Furniture;Chairs;Global Deluxe High-Back Manager's Chair;457,575
6343;CA-2017-114104;Nov;2017;20-Nov-17;2017/11/24;Low;1;Standard Class;NP-18670;Nora Paige;Consumer;United States;Edmond;Oklahoma;-117000,0227;Central;OFF-LA-10002482;Office Supplies;Labels;Avery 526;14,69
6344;CA-2017-114104;Nov;2017;20-Nov-17;2017/11/24;High;1;Standard Class;NP-18670;Nora Paige;Consumer;United States;Edmond;Oklahoma;-117028,04;Central;TEC-PH-10004543;Technology;Phones;Avaya 5420 Digital phone;944,1
6345;CA-2017-162733;May;2017;11-May-17;2017/05/12;Low;1;First Class;TT-21077;Ted Trevino;Consumer;United States;Los Angeles;California;-117056,0572;West;OFF-PA-10002758;Office Supplies;Paper;Xerox 1927;5,105
6346;CA-2016-119704;Dec;2016;28-Dec-16;2016/12/31;Low;1;Second Class;EM-13967;Eric Murdock;Consumer;United States;Philadelphia;Pennsylvania;-117084,0744;East;TEC-AC-10003664;Technology;Accessories;Lenovo 17-Key USB Numeric Keypad;54,391
6347;CA-2017-415166;Nov;2017;16-Nov-17;2017/11/20;Low;1;Standard Class;RD-19907;Ruben Dartt;Consumer;United States;Carlsbad;New Mexico;-117112,0917;West;OFF-EN-10001997;Office Supplies;Envelopes;Staple envelope;28,11
6348;CA-2017-455857;Nov;2017;07-Nov-17;2017/11/11;Low;1;Standard Class;MJ-17747;Max Jones;Consumer;United States;Seattle;Washington;-117140,1089;West;OFF-BI-10004009;Office Supplies;Binders;Wilson Jones International Size A4 Ring Binders;27,75
6349;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Low;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117168,1261;Central;OFF-AR-10004448;Office Supplies;Art;BIC Brite Liner Highlighters;9,943
6350;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;High;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117196,1433;Central;TEC-MA-10000829;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer;8159,959
6351;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Medium;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117224,1606;Central;OFF-ST-10000998;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.;275,935
6352;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;High;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117252,1778;Central;FUR-CH-10004294;Furniture;Chairs;SAFCO Arco Folding Chair;1740,13
6353;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Low;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117280,195;Central;OFF-AR-10002663;Office Supplies;Art;Sanford Liquid Accent Highlighters;32,071
6354;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Medium;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117308,2123;Central;OFF-AP-10002525;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center;177,105
6355;CA-2015-139892;Sep;2015;08-Sep-15;2015/09/12;Medium;1;Standard Class;BM-11140;Becky Martin;Consumer;United States;San Antonio;Texas;-117336,2295;Central;TEC-PH-10003938;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker;143,983
6356;CA-2015-118962;Aug;2015;05-Aug-15;2015/08/09;Low;1;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;-117364,2467;West;OFF-PA-10007449;Office Supplies;Paper;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;20,101
6357;CA-2015-118962;Aug;2015;05-Aug-15;2015/08/09;Medium;1;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;-117392,264;West;OFF-PA-10007934;Office Supplies;Paper;Xerox 1920;110,103
6358;CA-2015-118962;Aug;2015;05-Aug-15;2015/08/09;Medium;1;Standard Class;CS-12130;Chad Sievert;Consumer;United States;Los Angeles;California;-117420,2812;West;FUR-CH-10003824;Furniture;Chairs;Global Value Steno Chair, Gray;340,151
6359;US-2015-100853;Sep;2015;14-Sep-15;2015/09/19;Low;1;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Chicago;Illinois;-117448,2984;Central;OFF-AP-10000898;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center;52,455
6360;US-2015-100853;Sep;2015;14-Sep-15;2015/09/19;Low;1;Standard Class;JB-15400;Jennifer Braxton;Corporate;United States;Chicago;Illinois;-117476,3157;Central;OFF-LA-10003155;Office Supplies;Labels;Avery 58;20,23
6361;US-2018-152373;Apr;2018;21-Apr-18;2018/04/25;Low;1;Second Class;SJ-20507;Shirley Jackson;Consumer;United States;Houston;Texas;-117504,3329;Central;OFF-AP-10002691;Office Supplies;Appliances;Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection;97,271
6362;US-2016-101511;Nov;2016;21-Nov-16;2016/11/23;Medium;1;Second Class;JE-15745;Joel Eaton;Consumer;United States;Newark;Ohio;-117532,3501;East;FUR-CH-10004705;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton;396,809
6363;US-2016-101511;Nov;2016;21-Nov-16;2016/11/23;Low;1;Second Class;JE-15745;Joel Eaton;Consumer;United States;Newark;Ohio;-117560,3673;East;OFF-SU-10002196;Office Supplies;Supplies;Acme Rosewood Handle Letter Opener;15,95
6364;CA-2016-137232;Dec;2016;15-Dec-16;2016/12/19;Low;1;Standard Class;JK-15647;Jim Kriz;Home Office;United States;New York City;New York;-117588,3846;East;OFF-AR-10001947;Office Supplies;Art;Sanford Colorific Eraseable Coloring Pencils, 12 Count;3,35
6365;CA-2015-166191;Dec;2015;05-Dec-15;2015/12/09;Low;1;Second Class;DK-13150;David Kendrick;Corporate;United States;Decatur;Illinois;-117616,4018;Central;OFF-ST-10003462;Office Supplies;Storage;Tenex File Box, Personal Filing Tote with Lid, Black;24,823
6366;CA-2015-166191;Dec;2015;05-Dec-15;2015/12/09;Low;1;Second Class;DK-13150;David Kendrick;Corporate;United States;Decatur;Illinois;-117644,419;Central;TEC-AC-10004666;Technology;Accessories;Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive;7
6367;CA-2015-158274;Nov;2015;19-Nov-15;2015/11/24;High;1;Second Class;RM-19675;Robert Marley;Home Office;United States;Monroe;Louisiana;-117672,4363;South;TEC-PH-10025995;Technology;Phones;AT&T TR1909W;503,103
6368;CA-2015-158274;Nov;2015;19-Nov-15;2015/11/24;Medium;1;Second Class;RM-19675;Robert Marley;Home Office;United States;Monroe;Louisiana;-117700,4535;South;TEC-PH-10027618;Technology;Phones;Nokia Lumia 521 (T-Mobile);149,102
6369;CA-2015-158274;Nov;2015;19-Nov-15;2015/11/24;Low;1;Second Class;RM-19675;Robert Marley;Home Office;United States;Monroe;Louisiana;-117728,4707;South;TEC-AC-10002352;Technology;Accessories;HP Standard 104 key PS/2 Keyboard;36
